id_x,endereco_x,id_lt_x,id_y,endereco_y,id_lt_y,score
832913,RUA ANTONIO AONSO 1288 PRETA,83,833011,RUA ANTONIO SOFIM 1812 LIBERDADE,2946,0.07572546
1076181,RUA DO COMfERCIO 28 zCIDADE tNOVA,84,256102,RUA FABIA 7650 TEIXEIRAO,9556,0.119193844
1076181,RUA DO COMfERCIO 28 zCIDADE tNOVA,84,500026,RUA DO PARA 1820 CRUZEIRAO,4527,0.123892084
1076181,RUA DO COMfERCIO 28 zCIDADE tNOVA,84,763307,RUA MARECHAL DEODORO 495 None,9410,0.12395392
1076181,RUA DO COMfERCIO 28 zCIDADE tNOVA,84,1046656,RUA COLIBRI 25 COROADO,5557,0.12475476
1076181,RUA DO COMfERCIO 28 zCIDADE tNOVA,84,562740,RUA CUMARU 5 VITORIA,9175,0.12522706
146345,RUA MNOEL FRANçO 183 NOVA BRASILIA,85,146345,RUA MANOEL FRANCO 183 NOVA BRASILIA,9919,0.041909736
146345,RUA MNOEL FRANçO 183 NOVA BRASILIA,85,149026,RUA MOGNO 2186 NOVA BRASILIA,1578,0.05703342
146345,RUA MNOEL FRANçO 183 NOVA BRASILIA,85,148982,RUA MOGNO 1653 NOVA BRASILIA,7868,0.05954218
146345,RUA MNOEL FRANçO 183 NOVA BRASILIA,85,146472,RUA MANOEL FRANCO 1645 NOVA BRASILIA,1228,0.060347207
146345,RUA MNOEL FRANçO 183 NOVA BRASILIA,85,1104391,RUA GALILEIA 43 NOVO ISRAEL,9412,0.06366626
9552,AVENIDA PERIMENTAL LESE 4007 SEgOR 1q1,86,897273,AVENIDA TEFE 697 CACHOEIRINHA,8641,0.124928996
9552,AVENIDA PERIMENTAL LESE 4007 SEgOR 1q1,86,888511,AVENIDA PENETRACAO UM 1297 JAPIIM,1848,0.12689422
9552,AVENIDA PERIMENTAL LESE 4007 SEgOR 1q1,86,888332,AVENIDA PENETRACAO DOIS 1462 JAPIIM,6819,0.12832767
9552,AVENIDA PERIMENTAL LESE 4007 SEgOR 1q1,86,900007,AVENIDA VIA LACTEA 1088 ALEIXO,1776,0.13094386
9552,AVENIDA PERIMENTAL LESE 4007 SEgOR 1q1,86,900230,AVENIDA VIOLETA AREOSA 40 ALVORADA,3889,0.13204026
416060,,87,469309,LINHA 66 230 None,2285,0.3671447
416060,,87,330648,RUA 8 40 None,7188,0.38870895
416060,,87,120745,LINHA 627 941 None,7835,0.3951244
416060,,87,64782,LINHA 04 62 None,3754,0.4051826
416060,,87,164312,LINHA 208 7 None,4387,0.41129172
15645,úA CAUCHO 4470 RUuRAL POLO MVELEIRO,88,541772,BECO INGA 40 MOCINHA MAGALHAES,136,0.13287558
15645,úA CAUCHO 4470 RUuRAL POLO MVELEIRO,88,630195,TRAVESSA PEDRO VALE 194 FLORESTA,2721,0.1360302
15645,úA CAUCHO 4470 RUuRAL POLO MVELEIRO,88,633291,TRAVESSA ZECA TORRES 66 CHICO MENDES,3752,0.13972905
15645,úA CAUCHO 4470 RUuRAL POLO MVELEIRO,88,925245,BECO PARINTINS 160 ALEIXO,6527,0.14038844
15645,úA CAUCHO 4470 RUuRAL POLO MVELEIRO,88,931055,BECO STO ANDRE 34 ALVORADA,9382,0.14362964
840182,RUA RIO DE JANEIRO 55 CENTRO,89,840182,RUA RIO DE JANEIRO 55 CENTRO,2192,4.6629815e-05
840182,RUA RIO DE JANEIRO 55 CENTRO,89,840186,RUA RIO DE JANEIRO 63 CENTRO,5691,0.015343706
840182,RUA RIO DE JANEIRO 55 CENTRO,89,599342,RUA RIO DE JANEIRO 287 CENTRO,8196,0.03903155
840182,RUA RIO DE JANEIRO 55 CENTRO,89,72570,RUA RIO DE JANEIRO 1767 CENTRO,5795,0.05281605
840182,RUA RIO DE JANEIRO 55 CENTRO,89,441271,RUA RIO CLARO 2144 CENTRO,8818,0.089173526
623924,RAVESSA CRUEZIRO DO SUL 61 PREVENTORIO,90,623924,TRAVESSA CRUZEIRO DO SUL 61 PREVENTORIO,6430,0.066205494
623924,RAVESSA CRUEZIRO DO SUL 61 PREVENTORIO,90,914891,BECO CASTANHO 55 TANCREDO NEVES COMUNIDADE NOVA CONQUIST,7817,0.12832451
623924,RAVESSA CRUEZIRO DO SUL 61 PREVENTORIO,90,673141,RAMAL SAO VICENTE 21 PROJETO HUMAITA,8070,0.13757439
623924,RAVESSA CRUEZIRO DO SUL 61 PREVENTORIO,90,534852,IGARAPE CRUZEIRO DO VALE 4 BOA VISTA,3651,0.13997737
623924,RAVESSA CRUEZIRO DO SUL 61 PREVENTORIO,90,635331,COLONIA SANTA LUZIA 16 PROJETO ORIENTE,3805,0.14291269
90647,RUA SERRA AZUL 2744 CENTROg,91,90647,RUA SERRA AZUL 2744 CENTRO,3438,0.020713909
90647,RUA SERRA AZUL 2744 CENTROg,91,90659,RUA SERRA AZUL 2970 CENTRO,1356,0.037546776
90647,RUA SERRA AZUL 2744 CENTROg,91,172084,RUA PIAUI 3311 CENTRO,5181,0.059785113
90647,RUA SERRA AZUL 2744 CENTROg,91,438356,RUA SEREJEIRA 2267 CENTRO,6972,0.059983622
90647,RUA SERRA AZUL 2744 CENTROg,91,87174,RUA DA MATRIZ 2270 CENTRO,1608,0.065768674
741370,BECO RIBEIRO 433 fENTRO,92,914397,BECO CABRAL 46 JAPIIM,5440,0.11202128
741370,BECO RIBEIRO 433 fENTRO,92,217373,BECO TRACAJAS 7011 CASTANHEIRA,6627,0.11205389
741370,BECO RIBEIRO 433 fENTRO,92,914361,BECO CABRAL 25 JAPIIM,2401,0.116145626
741370,BECO RIBEIRO 433 fENTRO,92,104737,BECO 03 62 GUAJARA MIRIM,6661,0.116493836
741370,BECO RIBEIRO 433 fENTRO,92,914415,BECO CABRAL 76 JAPIIM,4026,0.11770411
397652,AVENIDA MARECHAL RONDON 5727 CENTRO CENTRO,93,397652,AVENIDA MARECHAL RONDON 5727 CENTRO,7449,0.015427412
397652,AVENIDA MARECHAL RONDON 5727 CENTRO CENTRO,93,371730,AVENIDA MARECHAL RONDON 4034 CENTRO,6353,0.019439038
397652,AVENIDA MARECHAL RONDON 5727 CENTRO CENTRO,93,397511,AVENIDA MARECHAL RONDON 4744 CENTRO,3744,0.021454986
397652,AVENIDA MARECHAL RONDON 5727 CENTRO CENTRO,93,397527,AVENIDA MARECHAL RONDON 4815 CENTRO,9794,0.023718167
397652,AVENIDA MARECHAL RONDON 5727 CENTRO CENTRO,93,402144,AVENIDA MARECHAL RONDON 3808 CENTRO,230,0.027280968
212490,,94,131608,RUA BELEM 2685 JK,8430,0.4824221
212490,,94,132778,RUA CALAMA 1024 JOTAO,9220,0.4863814
212490,,94,946188,RUA 05 60 TARUMA,6765,0.48853204
212490,,94,329724,RUA 41 B 1 N0VA MUTUM,8431,0.49515194
212490,,94,966082,RUA 31 9 TARUMA ACU,6596,0.497718
355736,RU AUoM 6640 BOAm ESoERANCA,95,931898,BECO UIRAPURU 3 75 COROADO,5877,0.17302796
355736,RU AUoM 6640 BOAm ESoERANCA,95,922415,BECO JUPIS 60 JAPIIM,2590,0.1767562
355736,RU AUoM 6640 BOAm ESoERANCA,95,911008,BECO AYRAO 250 CACHOEIRINHA,7053,0.18801975
355736,RU AUoM 6640 BOAm ESoERANCA,95,931919,BECO UIRAPURU 5 4 COROADO,6753,0.18869737
355736,RU AUoM 6640 BOAm ESoERANCA,95,925139,BECO PARA 8 JAPIIM,6393,0.20337337
133817,RUA CASTANHEIRA 531 EIXEIRA,96,288985,RUA ORLANDINA 5213 CASTANHEIRA,5538,0.0549727
133817,RUA CASTANHEIRA 531 EIXEIRA,96,308370,RUA TAMARINEIRA 6477 CASTANHEIRA,7599,0.06216538
133817,RUA CASTANHEIRA 531 EIXEIRA,96,253732,RUA ENCANTO 3635 CASTANHEIRA,3653,0.06549147
133817,RUA CASTANHEIRA 531 EIXEIRA,96,261464,RUA GOIABEIRA 6765 CASTANHEIRA,5027,0.06873393
133817,RUA CASTANHEIRA 531 EIXEIRA,96,57432,RUA MUNICIPAL 1230 TEIXEIRAO,8776,0.07248451
1096403,RUA F 12 JORGE TEIXEIRA COMUNkIDAD EBAIRRO NOVO,97,990776,RUA AMBE 102 JORGE TEIXEIRA COMUNIDADE VAL PARAISO,6522,0.06577058
1096403,RUA F 12 JORGE TEIXEIRA COMUNkIDAD EBAIRRO NOVO,97,895815,AVENIDA SUMARE 476 JORGE TEIXEIRA COMUNIDADE VAL PARAISO,8427,0.06650673
1096403,RUA F 12 JORGE TEIXEIRA COMUNkIDAD EBAIRRO NOVO,97,947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,4841,0.069497496
1096403,RUA F 12 JORGE TEIXEIRA COMUNkIDAD EBAIRRO NOVO,97,1044891,RUA CIPO TUIRA 405 JORGE TEIXEIRA,7617,0.07151672
1096403,RUA F 12 JORGE TEIXEIRA COMUNkIDAD EBAIRRO NOVO,97,1049910,RUA CRISANTEMOS 13 JORGE TEIXEIRA 1 ETAPA,3561,0.07923129
661925,RUA ELPIDIO DE ANDRADE 265 CENTRO,98,661925,RUA ELPIDIO DE ANDRADE 265 CENTRO,1719,2.6320748e-05
661925,RUA ELPIDIO DE ANDRADE 265 CENTRO,98,676020,RUA GETULIO VARGAS 466 CENTRO,7322,0.07889177
661925,RUA ELPIDIO DE ANDRADE 265 CENTRO,98,689201,RUA ANGELO PORTUGAL 268 CENTRO,4339,0.07983352
661925,RUA ELPIDIO DE ANDRADE 265 CENTRO,98,172196,RUA PRUDENTE DE MORAES 2976 CENTRO,7079,0.082015045
661925,RUA ELPIDIO DE ANDRADE 265 CENTRO,98,55083,RUA JOSE DO PATROCINIO 1678 CENTRO,728,0.08434103
603614,eUA SEM DENOMINAgCAO 56 PACAS,99,930137,BECO SEM DENOMINACAO 22 REDENCAO,5690,0.097566694
603614,eUA SEM DENOMINAgCAO 56 PACAS,99,845506,RAMAL SEM DENOMINACAO 100 MANACAPURU,8991,0.10094432
603614,eUA SEM DENOMINAgCAO 56 PACAS,99,660939,BECO SEM DENOMINACAO 3 7 COPACABANA,4535,0.109213576
603614,eUA SEM DENOMINAgCAO 56 PACAS,99,35943,LINHA SEM DENOMINACAO 15 POVOADO D MASSANGANA,6498,0.11820626
603614,eUA SEM DENOMINAgCAO 56 PACAS,99,603967,RUA SEM DENOMINACAO 620 DAL PASQUALE,3541,0.118367255
