uf_x,municipio_x,logradouro_x,numero_x,complemento_x,localidade_x,setor_censitario_x,id_lt_x,uf_y,municipio_y,logradouro_y,numero_y,complemento_y,localidade_y,cep,setor_censitario_y,id_lt_y
29,31350,RUA PRUDENTE DE MORAIS,248.0,,CENTRO,293135005000048,33129,29,31350,RUA PRUDENTE DE MORAIS,0,,CENTRO,45995048.0,293135005000048,5985632
26,11606,RUA PADRE ROMA,291.0,BLOCO FLEMING APARTAMENTO 1902,PARNAMIRIM,261160605200154,33130,29,27408,RUA BASILIO DA GAMA,4,APARTAMENTO 1901,CANELA,40000000.0,292740805270087,5305078
24,10405,POVOADO BEBIDA VELHA,100.0,,BEBIDA VELHA,241040505000007,33131,29,18605,POVOADO CANA BRAVA,24,,0000000,46670000.0,291860505000008,3042134
29,14406,PRACA DAS ARVORES,73.0,,CENTRO,291440605000003,33132,29,14406,PRACA DAS ARVORES,73,,CENTRO,46980000.0,291440605000003,2285470
26,4205,RUA BENJAMIM MARINHO,43.0,,CENTRO,260420505000005,33133,29,4209,RUA BONFIM,45,,CENTRO,46570000.0,290420905000002,542424
29,24900,FAZENDA LAGEDINHO,,,LAGEDINHO,292490015000003,33134,29,24900,FAZENDA LAGEDINHO,0,,LAGEDINHO,45375000.0,292490015000003,3885591
22,11209,POVOADO PORTO VELHO,,,PORTO VELHO,221120905000018,33135,29,11105,POVOADO PORTO LIMPO,14,,PORTO LIMPO,47990000.0,291110505000017,1850914
24,8102,RUA TRAIRI,723.0,,PETROPOLIS,240810205080054,33136,29,27408,RUA PETROPOLIS,10,,PARIPE,88888888.0,292740805130129,4580502
26,5103,RUA PEDRO II,65.0,,CENTRO,260510305000009,33137,29,10776,RUA D PEDRO II,50,,CENTRO,46446000.0,291077605000001,1595797
25,7507,RUA ANTONIA GOMES DA SILVEIRA,961.0,,CRISTO REDENTOR,250750705000793,33138,29,9505,RUA DONA CRUZEIRO I,0,,CRAVOLANDIA,45330000.0,290950505000003,1361874
26,9600,AVENIDA PRESIDENTE GETULIO VARGAS,1441.0,,NOVO,260960005000247,33139,29,31350,AVENIDA PRESIDENTE GETULIO VARGAS,0,,NOVO HORIZONTE,45996001.0,293135005000063,5991613
26,13909,ESTRADA 232,,,CAMPO MISSA,261390905000057,33140,29,27507,ESTRADA MOCO,13,,MOCO,44150000.0,292750705000024,5361241
29,27408,RUA TENENTE BENTO,8.0,TERREO,NOVA BRASILIA,292740805090084,33141,29,27408,RUA TENENTE BENTO,8,TERREO,NOVA BRASILIA,41630010.0,292740805090084,4487232
26,4106,RUA PARANAIBA,99.0,,MAURICIO NASSAU,260410605000043,33142,29,27408,RUA NASSAU,33,,PARIPE,40810460.0,292740805130153,4587884
27,300,RUA PEDRO NUNES DE ALBUQUERQUE,44.0,,CENTRO,270030005000005,33143,29,7103,RUA TEODOLO LINS DE ALBUQUERQUE,190,,CENTRO,46445000.0,290710305000007,1086279
25,7507,AVENIDA PRESIDENTE EPITACIO PESSOA,4161.0,,MIRAMAR,250750705000500,33144,29,10800,AVENIDA PRESIDENTE DUTRA,1436,,CAPUCHINHOS,44100000.0,291080005090013,1742693
25,15906,SITIO CUITE DE ARACA,,CASA,CUITE ARACA,251590605000011,33145,29,17805,SITIO ARARAS CASA DE JHONY,0,,ARARAS,44480000.0,291780515000004,2825496
29,10800,AVENIDA SAMPAIO,204.0,,CENTRO,291080005080001,33146,29,10800,AVENIDA SAMPAIO,0,,CENTRO,44010000.0,291080005080003,1668730
23,4400,RUA PAULA NEY,700.0,APARTAMENTO 1002,ALDEOTA,230440005121054,33147,28,4409,RUA DO PARAISO,780,CASA,PINDOBA,49980000.0,280440905000024,7042928
24,9407,SITIO SITIO MANICOBA,13.0,,MANICOBA,240940705000024,33148,29,3805,SITIO PIABA,13,,,46850000.0,290380505000013,483808
29,31509,POVOADO BARREIRO,,,BARREIRO,293150905000015,33149,29,31509,POVOADO BARREIRO,1,,BARREIRO,48770000.0,293150905000015,6033659
22,8007,RUA MONSENHOR HIPOLITO,,APARTAMENTO 203 ANDAR 2,CANTO VARZEA,220800705000085,33150,29,13606,RUA MONSENHOR EVARISTO,220,,CONQUISTA,45650060.0,291360605000013,2114665
26,6309,RUA CARLOS CORNELIO DE ALENCAR,,,CENTRO,260630905000004,33151,29,24009,RUA JOSE DE ALENCAR,86,,CENTRO,48600000.0,292400905000061,3771322
23,2800,VILA JOAQUIM MAGALHAES,2408.0,,CENTRO,230280005000062,33152,29,4100,RUA JOAQUIM MADEIRA,256,,CENTRO,46530000.0,290410005000027,538105
22,3206,RUA JOSE FONSECA DOS SANTOS,35.0,,BATATEIRA,220320605000003,33153,28,670,RUA JOAO ALVES DOS SANTOS,237,,CONJUNTO JOSE BARBOSA,49360000.0,280067005000040,6746453
23,4400,RUA CORONEL LINHARES,1741.0,,ALDEOTA,230440005121048,33154,29,13606,RUA CORONEL NONATO,0,,OLIVENCA,45668000.0,291360645000001,2187627
23,4285,ESTRADA DO FIO,1260.0,,COACU,230428505000014,33155,29,26608,ESTRADA DO POCO CURRAL,0,,CACUCU,48400.0,292660805000070,4185387
26,6101,TRAVESSA DA GLORIA,210.0,,GLORIA,260610105000016,33156,29,27408,TRAVESSA DA GLORIA,1,,NAZARE,40045120.0,292740805120010,4536225
29,6501,RUA DESEMBARGADOR TEIXEIRA DE FREITAS,29.0,,CANDEIAS,290650105000026,33157,29,6501,RUA DESEMBARGADOR TEIXEIRA DE FREITAS,0,,CANDEIAS,43800000.0,290650105000058,983744
29,18407,AVENIDA JORGE KOURY,114.0,,ITAMOTINGA,291840715000039,33158,29,18407,AVENIDA JORGE KOURY,136,,ITAMOTINGA,48924999.0,291840715000039,3016684
21,956,RUA RIO BRANCO,212.0,,CENTRO,210095605000002,33159,29,13200,RUA RIO BRANCO,192,,CENTRO,47520000.0,291320005000013,2074412
21,11003,RUA NOVA,317.0,,CENTRO,211100305000003,33160,29,21302,RUA NOVA,171,,CENTRO,45318000.0,292130210000001,3419095
25,17100,ASSENTAMENTO SAO VICENTE,28.0,,P A SAO VICENTE,251710005000003,33161,28,6206,ASSENTAMENTO SAO JOSE,0,,POVOADO QUEBRADAS III,49390000.0,280620605000009,7232990
26,11606,AVENIDA CONSELHEIRO AGUIAR,4955.0,,BOA VIAGEM,261160605230164,33162,28,4805,AVENIDA 2,82,,LOTEAMENTO BOA VIAGEM,49160000.0,280480505000135,7119370
23,4400,RUA VICENTE NOGUEIRA BRAGA,214.0,LOJA 2,FATIMA,230440005080180,33163,29,15601,RUA ALMIRANTE BARROSO,0,CASA 2,FATIMA,45836000.0,291560105000025,2529322
28,308,AVENIDA HERMES FONTES,1896.0,,LUZIA,280030805000161,33164,28,308,AVENIDA HERMES FONTES,1896,,LUZIA,49045760.0,280030805000161,6536326
27,4302,RUA MELO POVOAS,55.0,,MACEIO,270430205060035,33165,28,5406,RUA DA MARAVILHA,55,,SITIOS NOVOS,49810000.0,280540605000014,7159275
29,19553,RUA CLERISTON ANDRADE,1603.0,SALA ANDAR 1,CENTRO,291955305000003,33166,29,19553,RUA CLERISTON ANDRADE,1603,SALA ANDAR 1,CENTRO,47850000.0,291955305000003,3191915
26,11606,RUA TENENTE JOAO CICERO,300.0,,BOA VIAGEM,261160605230182,33167,29,10701,RUA CICERO TIBUCIO DE SOUZA,0,,BAIRRO NOVA ESPERANCA,48500000.0,291070105000063,1532127
29,14307,RUA NOVA,7.0,,NOVO,291430705000004,33168,29,14307,RUA NOVA,0,,BAIRRO NOVO,46770000.0,291430705000004,2279605
23,4400,AVENIDA TREZE DE MAIO,1116.0,OUTROS,JOSE BONIFACIO,230440005080175,33169,29,10800,RUA JOSE BONIFACIO,0,OUTROS,PONTO CENTRAL,44149999.0,291080005090002,1738542
29,14802,RUA DUQUE DE CAXIAS,122.0,TERREO,CENTRO,291480205000006,33170,29,14802,RUA DUQUE DE CAXIAS,0,TERREO,CENTRO,45600211.0,291480205000004,2378654
28,308,AVENIDA RIO BRANCO,260.0,,CENTRO,280030805000002,33171,28,308,AVENIDA RIO BRANCO,300,,CENTRO,49010030.0,280030805000002,6485577
27,2306,RUA OLIVEIRA,41.0,,CENTRO,270230605000001,33172,28,7402,RUA RAIMUNDO OLIVEIRA,0,,CENTRO,49300000.0,280740205000014,7321600
29,9802,RUA 13 DE MAIO,1332.0,ANDAR 1 APARTAMENTO 5,CENTRO,290980205000003,33173,29,9802,RUA 13 DE MAIO,1332,ANDAR 1 APARTAMENTO 5,CENTRO,44380000.0,290980205000003,1385490
26,9154,ESTRADA DO CERCADINHO,11.0,CASA,,260915405000013,33174,29,19504,ESTRADA DO CEMITERIO,26,CASA 1,,0.0,291950420000004,3190540
29,10727,AVENIDA PRESIDENTE KENNEDY,365.0,,CENTRO,291072705000079,33175,29,10727,AVENIDA PRESIDENTE KENNEDY,365,,CENTRO,45820000.0,291072705000079,1569495
23,13401,RUA ZEFERINO FERREIRA,633.0,LOJA,CENTRO,231340105000062,33176,29,32200,RUA ALFREDO FERREIRA,0,LOJA,CENTRO,45545000.0,293220005000023,6122155
22,3420,RUA ANTONIO BENICIO FILHO,338.0,,CENTRO,220342005000008,33177,29,6402,RUA ANTONIO MARTINS FILHO,218,,CENTRO,48710000.0,290640205000001,956095
28,3609,RUA G,1.0,,CONJUNTO ALBANO FRANCO,280360905000021,33178,28,3609,RUA G,1,,CONJUNTO ALBANO FRANCO,49170000.0,280360905000021,6999816
24,12906,SITIO PEDRA PRETA,315.0,FRENTE 1,PEDRA PRETA,241290605000009,33179,29,27408,RUA ANA PRETA,0,FRENTE,TEREZINHA,40711078.0,292740805190010,4847986
28,2106,AVENIDA SANTA CRUZ,1166.0,,SANTA CRUZ,280210605000015,33180,28,2106,AVENIDA SANTA CRUZ,0,,BAIRRO SANTA CRUZ,49200000.0,280210605000011,6814342
29,16401,RUA JERONIMO DOREA,,,CLEROLANDIA,291640105000068,33181,29,16401,RUA JERONIMO DOREA,0,,CLEROLANDIA,45700000.0,291640105000068,2629340
25,9107,RUA MANOEL AVELINO DE PAIVA,355.0,,CENTRO,250910705000004,33182,29,7608,RUA MANOEL PIRES DE CARVALHO,125,,CENTRO,44940000.0,290760805000002,1163381
27,5101,RUA MANOEL CASTELO BRANCO,99.0,,CENTRO,270510105000002,33183,29,504,RUA CASTELO BRANCO,0,,CENTRO,46180000.0,290050405000001,35889
23,4400,TRAVESSA NOGUEIRA ACIOLY,2154.0,,JOAQUIM TAVORA,230440005080168,33184,29,14604,RUA JOAQUIM JUSTINIANO ALVES,0,,COOPIRECE,44900000.0,291460405000059,2326998
23,11959,SITIO ESPIRITO SANTO,3.0,,ESPIRITO SANTO,231195920000004,33185,29,10404,SITIO TOLEDES,0,,ESPIRITO SANTO,45150000.0,291040405000019,1474993
23,4400,AVENIDA SANTOS DUMONT,5753.0,,PAPICU,230440005120408,33186,29,10727,AVENIDA SANTOS DUMONT,0,,PEQUI,45820082.0,291072705000006,1545655
23,5654,RUA GABRIEL RODRIGUES JUNIOR,141.0,,CENTRAL,230565405000002,33187,29,13903,RUA SAMUEL RODRIGUES,206,,CENTRO,45570000.0,291390305000014,2224615
28,1306,PRACA MANOEL CARDOSO SOUZA,25.0,,CAPELA,280130605000001,33188,28,1306,PRACA MANOEL CARDOSO SOUZA,25,,CAPELA,49700000.0,280130605000001,6769589
28,308,RUA JUAREZ CARVALHO,322.0,APARTAMENTO 203,JARDINS,280030805000506,33189,28,308,RUA JUAREZ CARVALHO,322,APARTAMENTO 302,JARDINS,49025370.0,280030805000506,6643631
29,31053,AVENIDA CASTRO ALVES,2093.0,,CENTRO,293105305000023,33190,29,31053,AVENIDA CASTRO ALVES,1380,,CENTRO,46580000.0,293105305000022,5947830
29,6303,AVENIDA CORONEL AUGUSTO LUIS DE CARVALHO,127.0,,CENTRO,290630305000008,33191,29,6303,AVENIDA CORONEL AUGUSTO LUIS DE CARVALHO,0,,CENTRO,45860000.0,290630305000008,941729
22,11001,AVENIDA SENADOR AREA LEAO,1160.0,APARTAMENTO 401,JOQUEY,221100105070139,33192,29,33307,AVENIDA FERNANDO SPINOLA,435,APARTAMENTO 401,JUREMA,45015100.0,293330705000051,6328019
26,11200,PRACA MONSENHOR ESTANISLAU,48.0,CASA,CENTRO,261120005000005,33193,29,25600,RUA ESPERANCA,51,CASA,CENTRO,44930000.0,292560005000001,4022695
29,27408,RUA AGNELO BRITO,187.0,,FEDERACAO,292740805270211,33194,29,27408,RUA AGNELO BRITO,187,,FEDERACAO,40210245.0,292740805270211,5341021
26,10707,TRAVESSA PALMARES,30.0,,ARTHUR LUNDGREN I,261070705000011,33195,28,5802,TRAVESSA MARIETA FONSECA,11,,PALMARES,49320000.0,280580210000001,7212560
23,4400,TRAVESSA GISELDA CYSNE,94.0,,CIDADE 2000,230440005120694,33196,29,8002,RUA PHILOMENA CALDAS,0,,COARACI,45638000.0,290800210000001,1208744
26,11200,RUA MANOEL ALVES PEREIRA,100.0,,CENTRO,261120005000019,33197,28,5406,RUA MANOEL PEREIRA,0,,CENTRO,49810000.0,280540605000001,7154824
21,9007,RUA MARECHAL HERMES,111.0,,CENTRO,210900705000004,33198,29,3201,RUA MARECHAL HERMES,312,,CENTRO,47805210.0,290320105000016,373500
23,4400,RUA ARY BARROSO,121.0,,PAPICU,230440005120396,33199,29,14703,RUA RUY BARBOSA,0,,PAROQUIAL,46880000.0,291470305000003,2350741
24,2006,RUA MARINHEIRO MANOEL INACIO,1225.0,ANDAR 2 APARTAMENTO 208,PARAIBA,240200605000022,33200,29,25303,RUA 15 DE NOVEMBRO,209,APARTAMENTO 2 ANDAR 1,MANOEL CARNEIRO,45810000.0,292530305000127,3975332
27,4203,RUA CONEGO JACINTO,79.0,,CENTRO,270420305000002,33201,29,18001,RUA CONEGO JACINTO,0,,CENTRO,45200000.0,291800105000008,2838248
28,2908,PRACA JOAO PESSOA,75.0,,CENTRO,280290805000002,33202,28,2908,PRACA JOAO PESSOA,0,,CENTRO,49500000.0,280290805000002,6867224
29,6501,RUA DA ESCOLA,7.0,FUNDOS 3 CASA 4,TEIXEIRAS,290650130000004,33203,29,6501,RUA DA ESCOLA,3,CASA 1,PASSAGEM DOS TEIXEIRAS,43800000.0,290650130000003,994936
23,4400,RUA BOM JESUS,940.0,,BOM,230440070100077,33204,29,3805,RUA 1,23,,BOM JESUS,46850000.0,290380510000004,487853
23,4400,RUA CARLOS VASCONCELOS,1650.0,,ALDEOTA,230440005120125,33205,28,4805,RUA CARLOS VASCONCELOS,0,,POVOADO SOBRADO,49160000.0,280480505000139,7120028
26,7901,AVENIDA BERNARDO VIEIRA DE MELO,1472.0,APARTAMENTO 302,PIEDADE,260790105000013,33206,28,308,AVENIDA MARIO JORGE DE MENEZES VIEIRA,575,APARTAMENTO 104,COROA DO MEIO,49035660.0,280030805000071,6508929
24,8102,TRAVESSA SAO DOMINGOS,10.0,,PAJUCARA,240810205060274,33207,29,27408,TRAVESSA SAO DOMINGOS,8,,LIERDADE,40327510.0,292740805210171,4932219
26,11606,RUA ERNESTO DE PAULA SANTOS,1172.0,,BOA VIAGEM,261160605230383,33208,29,21609,RUA MARIA AVILA CARNEIRO,11,,PRISCO VIANA,47580000.0,292160905000004,3465187
26,11606,RUA VALE DO ITAJAI,105.0,,COHAB,261160605230450,33209,29,16609,RUA COSME E DAMIAO,105,,ITAPITANGA,45645000.0,291660905000016,2651628
28,5604,RUA AUGUSTO CESAR LEITE,91.0,,SESP,280560405000010,33210,28,5604,RUA AUGUSTO CESAR LEITE,0,,RUA DO SESP,49800000.0,280560405000010,7183510
22,8403,AVENIDA SAO LUIS,177.0,,SAO LUIS,220840305000053,33211,29,27408,AVENIDA SAO LUIS,138,,PARIPE,40810910.0,292740805130040,4551298
26,7208,ILHA DA TATUOCA,4.0,CASA 7,SUAPE,260720805000013,33212,28,3203,RUA DA CASA DE FARINHA,6,,GRAVATA,49120000.0,280320305000023,6929257
29,702,RUA LEOVIGILDO REIS,24.0,,SANTA TERESINHA,290070205000009,33213,29,702,RUA LEOVIGILDO REIS,0,,SANTA TERESINHA,48020240.0,290070205000009,48035
25,4009,RUA SANTA CECILIA,664.0,,SANTO ANTONIO,250400905000041,33214,29,30709,RUA SANTA MARIA,0,,SANTO ANTONIO,43700.0,293070905000107,5887551
23,13104,SITIO SAO JOSE,18.0,ANEXO 1,SAO JOSE,231310410000002,33215,29,12509,SITIO SAO JOSE,0,BLOCO,SAO JOSE,46540000.0,291250905000006,2020187
29,5156,POVOADO DO BADU,68.0,,BADU,290515605000006,33216,29,5156,POVOADO DO BADU,68,,BADU,45265000.0,290515605000006,660496
25,6400,RUA FLAVIO RIBEIRO,9.0,,CENTRO,250640005000001,33217,29,1007,RUA OTAVIO RIBEIRO,0,,CENTRO,45300000.0,290100705000038,126799
29,4209,COMUNIDADE LAGOA DO LUIS,11.0,,LAGOA LUIS,290420905000014,33218,29,4209,COMUNIDADE LAGOA DO LUIS,11,,LAGOA DO LUIS,46570000.0,290420905000014,548053
29,14802,RUA EUROPA UNIDA,737.0,,SAO JUDAS,291480205000098,33219,29,14802,RUA EUROPA UNIDA,737,,SAO JUDAS,45699999.0,291480205000098,2416812
24,8102,RUA CORREIA TELES,195.0,,CIDADE ALTA,240810205080004,33220,29,23001,RUA CEDRO,752,,CIDADE ALTA,45928000.0,292300125000009,3645747
21,11300,TRAVESSA DA 23,15.0,,SAO RAIMUNDO,211130005000721,33221,29,13606,TRAVESSA SAO RAIMUNDO,0,,SALOBRINHO,45000662.0,291360605000143,2159294
25,3803,RUA SENADOR RUI CARNEIRO,13.0,,CAJA,250380305000003,33222,29,3805,RUA 2,13,,ASSENTAMENTO GROTAO,46850000.0,290380505000022,486027
28,308,RUA CONSTRUTOR JOAO ALVES,228.0,,SALGADO FILHO,280030805000037,33223,28,308,RUA CONSTRUTOR JOAO ALVES,228,,SALGADO FILHO,49020340.0,280030805000037,6497453
29,5156,AVENIDA CONQUISTA,38.0,,CENTRO,290515605000001,33224,29,5156,AVENIDA CONQUISTA,362,,CENTRO,45265000.0,290515605000008,661319
23,4400,RUA ARY BARROSO,121.0,,PAPICU,230440005120396,33225,29,14703,RUA RUY BARBOSA,0,,PAROQUIAL,46880000.0,291470305000003,2350741
29,20007,RUA JOAQUIM DE SOUZA PEREIRA,5.0,FUNDOS CASA,CENTRO,292000705000001,33226,29,20007,RUA JOAQUIM DE SOUZA PEREIRA,5,FUNDOS CASA,CENTRO,45770000.0,292000705000001,3270606
28,3500,TRAVESSA LIMOEIRO,15.0,,CENTRO,280350005000035,33227,28,3500,TRAVESSA LIMOEIRO,0,,CENTRO,49400000.0,280350005000035,6961364
24,8102,AVENIDA ENGENHEIRO ROBERTO FREIRE,2250.0,,CAPIM MACIO,240810205070058,33228,29,23605,AVENIDA DOUTOR AURELIO JUSTINIANO ROCHA,292,PREDIO,,0.0,292360505000001,3711388
29,11006,RUA PRESIDENTE DUTRA,34.0,,CENTRO,291100605000020,33229,29,11006,RUA PRESIDENTE DUTRA,0,,CENTRO,45740000.0,291100605000020,1845791
25,7507,RUA MANOEL CANDIDO LEITE,2030.0,,TAMBAUZINHO,250750705000503,33230,28,4805,RUA MANOEL CIBELO,0,,JARDIM,49160000.0,280480505000115,7114163
26,807,VILA SAO JOSE,58.0,CASA 4,SAO JOSE,260080705000018,33231,29,355,VILA SAO JOSE,1,CASA,VILA SAO JOSE,48435000.0,290035505000019,24957
25,7507,AVENIDA MONTEIRO DA FRANCA,1017.0,,MANAIRA,250750705000464,33232,29,27408,AVENIDA DA FRANCA,3,,COMERCIO,40000000.0,292740805080001,4453407
22,8007,RUA MONSENHOR HIPOLITO,,APARTAMENTO 203 ANDAR 2,CANTO VARZEA,220800705000085,33233,29,13606,RUA MONSENHOR EVARISTO,220,,CONQUISTA,45650060.0,291360605000013,2114665
22,11001,AVENIDA SENADOR AREA LEAO,1160.0,APARTAMENTO 401,JOQUEY,221100105070139,33234,29,33307,AVENIDA FERNANDO SPINOLA,435,APARTAMENTO 401,JUREMA,45015100.0,293330705000051,6328019
24,8003,RUA JUVENAL LAMARTINE,1227.0,,BOM,240800305000091,33235,29,32200,RUA BOMFIM,1270,,CENTRO,45545000.0,293220005000011,6118387
29,29503,AVENIDA BAHIA,18.0,CASA FUNDOS,LAMARAO,292950320000001,33236,29,29503,AVENIDA BAHIA,18,CASA FUNDOS,LAMARAO,43850000.0,292950320000001,5667040
29,25303,RUA PRINCIPAL,34.0,,PARA TRANCOSO,292530307000005,33237,29,25303,RUA PRINCIPAL,0,,ESTRADA PARA TRANCOSO,45810000.0,292530307000005,3984929
26,11101,RUA TOBIAS BARRETO,249.0,,CENTRO,261110105060002,33238,29,18555,RUA TOBIAS BARRETO,0,,CENTRO,45610000.0,291855505000001,3036210
27,1001,RUA PEDRO VIEIRA DA GRACA,,,BOCA MATA,270100105000026,33239,29,14406,POVOADO BOCA DA MATA,13,,BOCA DA MATA,46980000.0,291440605000013,2288504
21,709,RUA ANTONIO JOSE DA GUIA,71.0,,CENTRO,210070905000001,33240,28,7600,RUA JOSE RAIMUNDO GUIMARAES,196,,CENTRO,49260000.0,280760005000007,7347103
21,5476,RODOVIA BR226,,,VALDOMIR,210547605000011,33241,29,26608,RODOVIA BR,11,,,48400000.0,292660805000050,4180570
28,308,RUA ARAUA,651.0,,SAO JOSE,280030805000025,33242,28,308,RUA ARAUA,659,,SAO JOSE,49015250.0,280030805000025,6493675
29,29503,TRAVESSA DO OLEODUTO,39.0,,ARACATIBA,292950305000009,33243,29,29503,TRAVESSA DO OLEODUTO,42,,ARACATIBA,43850000.0,292950305000009,5651657
29,27408,RUA GRACILIANO DE FREITAS,23.0,SOBRADO,ROMA,292740805150058,33244,29,27408,RUA GRACILIANO DE FREITAS,0,SOBRADO,ROMA,40444340.0,292740805150059,4608932
29,18001,AVENIDA RIO BRANCO,763.0,,CENTRO,291800105000003,33245,29,18001,AVENIDA RIO BRANCO,1280,,CENTRO,45200000.0,291800105000001,2835861
27,8907,RUA TENENTE PAULO WINTELLER,3.0,,SATUBA,270890705000002,33246,29,10800,RUA PAULO VI,0,,QUEIMADINHA,44025110.0,291080005080023,1675927
23,4400,RUA ALBERTO MAGNO,1390.0,,MONTESE,230440075130164,33247,29,13002,POVOADO MONTE,0,,MONTE,4700000.0,291300208000009,2057285
25,5600,SITIO BARRA DE OITIS,11.0,,BARRA OITIS,250560005000005,33248,29,10750,ACESSO A BA 220,0,,BAIRRO DA OLARIA,48415000.0,291075005000006,1588961
25,12101,RUA CORONEL JOAO LEITE,395.0,,CENTRO,251210105000007,33249,29,17003,RUA CORONEL JOAO ANTONIO,0,,CENTRO,48850000.0,291700305000001,2678550
26,8909,TRAVESSA OTHON BEZERRA DE MELO,98.0,,CENTRO,260890905000004,33250,29,23050,TRAVESSA TREZE DE MAIO,0,,CENTRO,48455000.0,292305005000002,3656830
23,4400,AVENIDA OLIVEIRA PAIVA,1520.0,,CIDADE FUNCIONARIOS,230440065090082,33251,29,10800,RUA ALTO DO CRUZEIRO,16,,HUMILDES,44135000.0,291080015000003,1809038
24,8102,RUA LEONARDO DRUMMOND,1610.0,,LAGOA NOVA,240810205070025,33252,29,5701,RUA FRANCISCO DRUMMOND,0,,CAMACARI,42800000.0,290570105000178,775213
24,8904,RUA ANTONIO LUIZ DOS SANTOS,13.0,,CENTRO,240890405000021,33253,28,6701,RUA ANTONIO DOS SANTOS,0,,CENTRO,49100000.0,280670105000002,7255448
29,17508,RUA ROBERIO DIAS,100.0,,JACOBINA,291750805000037,33254,29,17508,RUA ROBERIO DIAS,100,,JACOBINA,44700000.0,291750805000037,2757910
21,3158,RUA ANTONIO MELO,,,JACARE,210315805000001,33255,28,6701,RUA JACARE,1222,,CARDOSO,49100000.0,280670105000122,7284185
23,11306,RUA JOSE DE QUEIROZ PESSOA,1769.0,PREDIO,CENTRO,231130605000033,33256,29,18407,RUA RAUL DE QUEIROS,1176,SOBRADO ANDAR,CENTRO,48900000.0,291840705000021,2951383
23,10704,RUA FRANCISCO MOREIRA,14.0,,CENTRO,231070405000002,33257,29,6600,RUA FRANCISCO MOREIRA,0,,CENTRO,46380000.0,290660005000004,998896
29,18407,RUA DAS LARANJEIRAS,1050.0,,TABULEIRO,291840705000048,33258,29,18407,RUA DAS LARANJEIRAS,1050,,TABULEIRO,48924999.0,291840705000048,2961982
24,8003,AVENIDA RIO BRANCO,1576.0,,CENTRO,240800305000107,33259,29,18001,AVENIDA RIO BRANCO,1280,,CENTRO,45200000.0,291800105000001,2835861
23,4400,RUA JOAO CORDEIRO,1579.0,,ALDEOTA,230440005120125,33260,28,5208,RUA JOAO ALVES SANTOS,0,,CONJUNTO,49517000.0,280520805000009,7149907
25,14800,SITIO SIMAO LOPES,1310.0,,SIMAO LOPES,251480005000003,33261,29,13002,POVOADO MULUGUM,0,,,46700000.0,291300208000005,2056690
26,12307,LOTEAMENTO JOSE ALVES BEZERRA,,FRENTE 2,COHAB,261230705000003,33262,29,21401,LOTEAMENTO VICENTE MENDES,28,,SEDE,44745000.0,292140105000003,3420691
25,106,SITIO BOLA,32.0,,BOLA,250010605000008,33263,29,27200,SITIO BOA VISTA,0,,ALECRIM,46800000.0,292720005000032,4242742
23,7650,RUA HENRIQUE MENDES,12.0,,CENTRO,230765005000001,33264,28,2908,RUA CAPITAO MENDES,0,,CENTRO,49500000.0,280290805000004,6868218
22,5458,AVENIDA EDILBERTO MARQUES,488.0,,CENTRO,220545805000009,33265,28,6701,AVENIDA 3 DE MARCO,0,,CENTRO,49100000.0,280670105000009,7257143
29,14802,AVENIDA AZIZ MARON,330.0,SOBRADO,VITORIA,291480205000163,33266,29,14802,AVENIDA AZIZ MARON,330,SOBRADO,JARDIM VITORIA,45600000.0,291480205000163,2437404
22,3909,RUA RAIMUNDO CASTRO,1415.0,,CAIXA DAGUA,220390905000009,33267,29,13606,RUA CASTRO ALVES,408,,PONTAL,45654440.0,291360605000098,2142254
29,1601,RUA ALEXANDRE FERREIRA,,FRENTE,CENTRO,290160105000023,33268,29,1601,RUA ALEXANDRE FERREIRA,14,,CENTRO,48420000.0,290160105000023,203426
24,2204,RUA OTAVIO LIMA,256.0,,PIQUIRI,240220405000018,33269,28,2106,RUA C,256,,CONJUNTO ULISSES VIEIRA LIMA BAIRRO ALAGOAS,49200000.0,280210605000092,6835120
27,300,RUA ESPERIDIAO RODRIGUES,326.0,,CENTRO,270030005000002,33270,29,33307,PRACA ARLINDO RODRIGUES,400,,CENTRO,45000710.0,293330705000012,6316954
28,3302,POVOADO CURRAL DOS BOIS,71.0,,CURRAL BOIS,280330205000010,33271,28,3302,POVOADO CURRAL DOS BOIS,71,,CURRAL DOS BOIS,49960000.0,280330205000010,6939542
23,4400,RUA CORONEL LINHARES,950.0,,ALDEOTA,230440005120129,33272,29,13606,RUA CORONEL PESSOA,0,,PONTAL,45654380.0,291360605000096,2141743
29,29206,ESTRADA CAMPINAS,155.0,TERREO,CENTRO,292920605000007,33273,29,29206,ESTRADA CAMPINAS,155,TERREO,CENTRO,43900000.0,292920605000007,5599592
25,13703,RUA REMIGIO,443.0,,MUNICIPIOS,251370305000108,33274,29,10727,RUA APARECIDA,0,,MOISEIS REIS,45820000.0,291072705000132,1583740
23,4400,RUA PROFESSOR ANACLETO,42.0,,PARQUELANDIA,230440005080266,33275,28,506,RUA PROFESSORA LUCINEIA,968,,PEDRINHAS,49580000.0,280050605000014,6720545
23,4400,RUA RENATO VIANA,83.0,,FORTALEZA,230440075130140,33276,29,7905,RUA FORTALEZA,41,,NOVA CIPO,48450000.0,290790505000009,1195912
23,4400,RUA DO ROSARIO,121.0,,CENTRO,230440005080062,33277,29,23407,RUA DO ROSARIO,116,,CENTRO,46460000.0,292340705000006,3698896
