id_x,endereco_x,id_lt_x,id_y,endereco_y,id_lt_y,score
851591,ALAMEDA ESCOCIA 56 PONTA NEGRA RESIDENCIAL EUORPA 01,432,564377,RUA DA PAZ 178 RESIDENCIAL JOAFRA,856,0.104580216
851591,ALAMEDA ESCOCIA 56 PONTA NEGRA RESIDENCIAL EUORPA 01,432,1077750,RUA DO PLATINA 111 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,3771,0.10601902
851591,ALAMEDA ESCOCIA 56 PONTA NEGRA RESIDENCIAL EUORPA 01,432,789819,RUA PRINCIPAL 345 CACAU PIRERA,8166,0.11164123
1028100,RUAC AMPOS SALLéS 36 COMPENSA,433,1028100,RUA CAMPOS SALLES 36 COMPENSA,3236,0.09688279
1028100,RUAC AMPOS SALLéS 36 COMPENSA,433,1106376,RUA GIRASSOL 20 COROADO,4528,0.10385271
1028100,RUAC AMPOS SALLéS 36 COMPENSA,433,1023945,RUA C 289 CAMPOS SALES,3954,0.110289596
1028100,RUAC AMPOS SALLéS 36 COMPENSA,433,976766,RUA A 22 TARUMA CAMPO SALES,5801,0.11553079
1028100,RUAC AMPOS SALLéS 36 COMPENSA,433,1142368,RUA LAURA VINCUNA 50 C0ROADO,2580,0.116392225
153374,ALCANTARA RUA 2349 NOVA LONDRINA LONDRINA,434,153374,RUA SAULO ALCANTARA 2349 NOVA LONDRINA,2679,0.05439777
153374,ALCANTARA RUA 2349 NOVA LONDRINA LONDRINA,434,153356,RUA SAULO ALCANTARA 2177 NOVA LONDRINA,4445,0.06291336
153374,ALCANTARA RUA 2349 NOVA LONDRINA LONDRINA,434,153401,RUA SAULO ALCANTARA 2701 NOVA LONDRINA,4702,0.067656875
153374,ALCANTARA RUA 2349 NOVA LONDRINA LONDRINA,434,145802,RUA LONDRINA 1698 VALPARAISO,9430,0.091783606
153374,ALCANTARA RUA 2349 NOVA LONDRINA LONDRINA,434,153427,RUA SEABRA VIEIRA 1119 NOVA COLINA,9789,0.10039353
410110,RUA CACOAL 1272 ST 02,435,410110,RUA CACOAL 1272 ST 02,5664,1.126329e-05
410110,RUA CACOAL 1272 ST 02,435,113311,RUA MARANHAO 3555 ST 06,8230,0.07529596
410110,RUA CACOAL 1272 ST 02,435,113323,RUA MARANHAO 3666 ST 06,6724,0.0804459
410110,RUA CACOAL 1272 ST 02,435,785452,RUA 02 132 CACAU PIRERA,7461,0.082864046
410110,RUA CACOAL 1272 ST 02,435,1021569,RUA BRASILIA 223 COROADO,6548,0.085903004
988522,RUA AMAZONw 7 MORRO DA LIlBERDADE,436,988522,RUA AMAZONAS 7 MORRO DA LIBERDADE,9656,0.06902681
988522,RUA AMAZONw 7 MORRO DA LIlBERDADE,436,988593,RUA AMAZONAS 11 MORRO DA LIBERDADE,7205,0.07375805
988522,RUA AMAZONw 7 MORRO DA LIlBERDADE,436,789503,RUA PAUDERNEI AVELINO 20 MORADA DO SOL,6672,0.09486784
988522,RUA AMAZONw 7 MORRO DA LIlBERDADE,436,1050919,RUA CRUZEIRO DO SUL 1 ALVORADA,5965,0.09727194
988522,RUA AMAZONw 7 MORRO DA LIlBERDADE,436,890492,AVENIDA RAMOS D 190 NOVO ALEIXO,7272,0.097739086
283684,RUA MAURICIO FREIRE 3736 NEVES NEVES,437,283684,RUA MAURICIO FREIRE 3736 TANCREDO NEVES,4003,0.019665204
283684,RUA MAURICIO FREIRE 3736 NEVES NEVES,437,289064,RUA ORLANDO FERREIRA 8542 TANCREDO NEVES,9698,0.04978507
283684,RUA MAURICIO FREIRE 3736 NEVES NEVES,437,225579,RUA AMELIA FARIAS 3684 TANCREDO NEVES,7552,0.052512117
283684,RUA MAURICIO FREIRE 3736 NEVES NEVES,437,225593,RUA AMELIA FARIAS 3755 TANCREDO NEVES,914,0.053992864
283684,RUA MAURICIO FREIRE 3736 NEVES NEVES,437,317523,RUA ZACARIAS BEZERRA 8518 TANCREDO NEVES,2294,0.05590825
552301,RUA ALV0RADA 253 IVTORIA,438,552301,RUA ALVORADA 253 VITORIA,9834,0.067779064
552301,RUA ALV0RADA 253 IVTORIA,438,975048,RUA 8 435 ALVORADA,2946,0.07653943
552301,RUA ALV0RADA 253 IVTORIA,438,977790,RUA A 23 234 ALVORADA,5977,0.07907098
552301,RUA ALV0RADA 253 IVTORIA,438,973651,RUA 7 301 ALVORADA,817,0.08143893
552301,RUA ALV0RADA 253 IVTORIA,438,949932,RUA 11 455 ALVORADA,3625,0.08264987
345119,AVENIDA MACEIO 6226 SA0 CRISTVAO,439,345119,AVENIDA MACEIO 6226 SAO CRISTOVAO,6114,0.06540687
345119,AVENIDA MACEIO 6226 SA0 CRISTVAO,439,235912,RUA BIDU SAIAO 7005 APONIA,7921,0.06938271
345119,AVENIDA MACEIO 6226 SA0 CRISTVAO,439,74522,AVENIDA SOLIMOES 3613 JO SATO,5869,0.06966011
345119,AVENIDA MACEIO 6226 SA0 CRISTVAO,439,235926,RUA BIDU SAIAO 7069 APONIA,5879,0.0738914
345119,AVENIDA MACEIO 6226 SA0 CRISTVAO,439,235799,RUA BIDU SAIAO 6298 APONIA,4338,0.07744056
449151,RA SAMlUEL M LOPES 3767 MNTE NEGRO,440,658606,TRAVESSA RAIMUNDO NONATO RAULINO 39 BOSQUE,652,0.1268995
449151,RA SAMlUEL M LOPES 3767 MNTE NEGRO,440,488324,RAMAL LINHA NOVA UM 711623 SERINGAL MERCEDES,6098,0.12783484
449151,RA SAMlUEL M LOPES 3767 MNTE NEGRO,440,943164,IGARAPE DO MINDU 3 TANCREDO NEVES,7644,0.13024276
449151,RA SAMlUEL M LOPES 3767 MNTE NEGRO,440,796063,BECO TEODORICO NUNES 538 JAUARY I,243,0.13578583
449151,RA SAMlUEL M LOPES 3767 MNTE NEGRO,440,643703,RAMAL TIRIRICA 12 R0DRIGUES ALVES,1410,0.13630155
453453,AVEIDz GETULIO VARGAS 4152 CENTRO,441,875709,AVENIDA GETULIO VARGAS 1817 CENTRO,7592,0.068194844
453453,AVEIDz GETULIO VARGAS 4152 CENTRO,441,822192,BECO GETULIO VARGAS 350 CENTRO,7551,0.072368376
453453,AVEIDz GETULIO VARGAS 4152 CENTRO,441,875414,AVENIDA GETULIO VARGAS 341 CENTRO,1403,0.072557636
453453,AVEIDz GETULIO VARGAS 4152 CENTRO,441,396414,AVENIDA GETULHO VARGAS 4458 CENTRO,2675,0.07286979
453453,AVEIDz GETULIO VARGAS 4152 CENTRO,441,875403,AVENIDA GETULIO VARGAS 275 CENTRO,2706,0.07306587
543854,ESTRADA DA USINA 888 MORADA DO DO SOL,442,543854,ESTRADA DA USINA 888 MORADA DO SOL,4625,0.008843346
543854,ESTRADA DA USINA 888 MORADA DO DO SOL,442,543796,ESTRADA DA USINA 148 MORADA DO SOL,9722,0.031293593
543854,ESTRADA DA USINA 888 MORADA DO DO SOL,442,543682,ESTRADA DA SOBRAL 3100 SOBRAL,6810,0.08661148
543854,ESTRADA DA USINA 888 MORADA DO DO SOL,442,543588,ESTRADA DA SOBRAL 2267 AIRTON SENA,8122,0.08737296
543854,ESTRADA DA USINA 888 MORADA DO DO SOL,442,430450,ESTRADA RAMAL DO PEDRO 11 ZONA RURAL,9570,0.09185702
980823,RAU ACARI BpDO 14 JORE TEIXEIRA,443,923296,BECO MARANHAO 45 JORGE TEIXEIRA,3112,0.09591822
980823,RAU ACARI BpDO 14 JORE TEIXEIRA,443,980823,RUA ACARI BODO 14 JORGE TEIXEIRA,7234,0.09614059
980823,RAU ACARI BpDO 14 JORE TEIXEIRA,443,922209,BECO JORGE TEIXEIRA 17 ALEIXO,3982,0.1025697
980823,RAU ACARI BpDO 14 JORE TEIXEIRA,443,910349,BECO ANA NOGUEIRA 25 EDUCANDOS,2078,0.10349785
980823,RAU ACARI BpDO 14 JORE TEIXEIRA,443,932543,BECO VINTE 45 JORGE TEIXEIRA,7232,0.10442822
621639,TRAVESSs BAGUARî 32 TAQUARI,444,621639,TRAVESSA BAGUARI 32 TAQUARI,4211,0.053808518
621639,TRAVESSs BAGUARî 32 TAQUARI,444,621655,TRAVESSA BAGUARI 127 TAQUARI,8428,0.057628185
621639,TRAVESSs BAGUARî 32 TAQUARI,444,621679,TRAVESSA BAGUARI 228 TAQUARI,8651,0.063125625
621639,TRAVESSs BAGUARî 32 TAQUARI,444,630272,TRAVESSA PIAUI 27 MONTANHES,5880,0.0881532
621639,TRAVESSs BAGUARî 32 TAQUARI,444,627658,TRAVESSA JERUSALEM 144 AIRTON SENA,4102,0.095918395
822335,CAMINHO RAMA BOA VSITA 1265 ADEIA BOA BOA VISTA,445,822335,CAMINHO RAMA BOA VISTA 1265 ALDEIA BOA VISTA,5471,0.040582083
822335,CAMINHO RAMA BOA VSITA 1265 ADEIA BOA BOA VISTA,445,849466,RIO CASTANHO 33 BOA VISTA,1997,0.13442065
822335,CAMINHO RAMA BOA VSITA 1265 ADEIA BOA BOA VISTA,445,721814,LAGO DO PIAUI 32 BOA ESPERANCA,6427,0.1369568
822335,CAMINHO RAMA BOA VSITA 1265 ADEIA BOA BOA VISTA,445,751859,BEIRA BOM JARDIM 22 ILHA DO BARBADO DO CATUA,7784,0.14550233
822335,CAMINHO RAMA BOA VSITA 1265 ADEIA BOA BOA VISTA,445,857967,AVENIDA BEM TE VI 20 CIDADE NOVA,5780,0.14623135
1145081,LERA CHINESA 173 DISTRITO IpNDUSTRrIAL,446,535415,SERINGAL HUMAITA 58 SEGUNDO DISTRITO,4859,0.14531842
1145081,LERA CHINESA 173 DISTRITO IpNDUSTRrIAL,446,1145081,RUA LETRA CHINESA 173 DISTRITO INDUSTRIAL,9676,0.1475523
1145081,LERA CHINESA 173 DISTRITO IpNDUSTRrIAL,446,944617,RAMAL IPIRANGA 250 DISTRITO INDUSTRAL 2,6914,0.16206996
1145081,LERA CHINESA 173 DISTRITO IpNDUSTRrIAL,446,625250,TRAVESSA DO DIVISOR 76 ELDORADO,8250,0.17562601
1145081,LERA CHINESA 173 DISTRITO IpNDUSTRrIAL,446,476921,PORTO DIAS 60 SERINGAL TRIUNFO,1772,0.18108581
802365,RUA JAPIM 1620 D APAZ,447,802365,RUA JAPIM 1620 DA PAZ,3291,0.06862883
802365,RUA JAPIM 1620 D APAZ,447,129244,RUA AMAPA 2303 JK,923,0.10600476
802365,RUA JAPIM 1620 D APAZ,447,235926,RUA BIDU SAIAO 7069 APONIA,5879,0.11067554
802365,RUA JAPIM 1620 D APAZ,447,996627,RUA ARAPARIS 82 COROADO,7910,0.11562109
802365,RUA JAPIM 1620 D APAZ,447,235826,RUA BIDU SAIAO 6439 APONIA,3980,0.116362706
704659,RUA aAMUEL aAMUEL TEJADA 38103 ALDEIA INDIGtENA ASNTO ANTONIO,448,704659,RUA SAMUEL TEJADA 38103 ALDEIA INDIGENA SANTO ANTONIO,9161,0.06569794
704659,RUA aAMUEL aAMUEL TEJADA 38103 ALDEIA INDIGtENA ASNTO ANTONIO,448,528267,AVENIDA DIAMANTINO AUGUSTO DE MACEDO 1580 CAGEACRE,2214,0.09886049
704659,RUA aAMUEL aAMUEL TEJADA 38103 ALDEIA INDIGtENA ASNTO ANTONIO,448,226186,RUA ANA CAUCAIA 6870 LAGOINHA,9204,0.09976657
704659,RUA aAMUEL aAMUEL TEJADA 38103 ALDEIA INDIGtENA ASNTO ANTONIO,448,309214,RUA TARTARUGA 2096 RONALDO ARAGAO,5095,0.10348538
704659,RUA aAMUEL aAMUEL TEJADA 38103 ALDEIA INDIGtENA ASNTO ANTONIO,448,147124,RUA MARACATIARA 783 MARIO ANDREAZZA,7300,0.10366039
154957,RUA TARAUACA 3183 CAEZINHO,449,154957,RUA TARAUACA 3183 CAFEZINHO,1371,0.0050311806
154957,RUA TARAUACA 3183 CAEZINHO,449,308330,RUA TAMAREIRA 4668 CALADINHO,3934,0.038751654
154957,RUA TARAUACA 3183 CAEZINHO,449,245517,RUA CURITIBA 4103 CALADINHO,7548,0.04583071
154957,RUA TARAUACA 3183 CAEZINHO,449,245154,RUA CRUZEIRO 3249 LAGOINHA,6333,0.04677169
154957,RUA TARAUACA 3183 CAEZINHO,449,287429,RUA NICARAGUA 2916 PORTO VELHO,888,0.04721605
642031,ARRAIAL SAO PAULO 22 wAO PAULO,450,476378,RUA SAO PAULO 7 ACRELANDIA,691,0.13514242
642031,ARRAIAL SAO PAULO 22 wAO PAULO,450,162653,RUA SAO PAULO 1411 NOVA BRASILIA,4398,0.13583782
642031,ARRAIAL SAO PAULO 22 wAO PAULO,450,476388,RUA SAO PAULO 171 ACRELANDIA,7419,0.13764046
642031,ARRAIAL SAO PAULO 22 wAO PAULO,450,1077340,RUA DO LIMAO 87 SAO JOSE OPERARIO,8298,0.13929862
642031,ARRAIAL SAO PAULO 22 wAO PAULO,450,261309,RUA GIRUA 5552 SAO SEBASTIAO,6994,0.14228159
628557,TRAVESSA LUA NOVA 46 BOSuQkUE,451,628557,TRAVESSA LUA NOVA 46 BOSQUE,280,0.050659847
628557,TRAVESSA LUA NOVA 46 BOSuQkUE,451,628555,TRAVESSA LUA NOVA 13 BOSQUE,823,0.057249546
628557,TRAVESSA LUA NOVA 46 BOSuQkUE,451,623090,TRAVESSA CARAMURU 167 BOSQUE,3581,0.1003447
628557,TRAVESSA LUA NOVA 46 BOSuQkUE,451,519190,TRAVESSA WALDEMAR PROBLEM ALBUQUEQUE 107 CIDADE NOVA,2104,0.13253912
628557,TRAVESSA LUA NOVA 46 BOSuQkUE,451,542034,BECO PROJETADA 41 TAQUARI,4654,0.14551833
1128275,RUaA JARxIM PRIMAVERA 384 TAUMA,452,722079,RIO AUTAZ ACU 476 LIMAO,7705,0.14768815
1128275,RUaA JARxIM PRIMAVERA 384 TAUMA,452,694171,RIO RIO AUTAZ ACU 6 CURRUSA,7930,0.15888181
1128275,RUaA JARxIM PRIMAVERA 384 TAUMA,452,627658,TRAVESSA JERUSALEM 144 AIRTON SENA,4102,0.17191702
1128275,RUaA JARxIM PRIMAVERA 384 TAUMA,452,722616,RIO IGAPO ACU 348 JUTAI,2448,0.17227094
1128275,RUaA JARxIM PRIMAVERA 384 TAUMA,452,850367,ALAMEDA A 367 LAGO AZUL,8949,0.17576617
696108,RUA RUA AMIZADE 208 SAO FRáNCISCO,453,696108,RUA AMIZADE 208 SAO FRANCISCO,9476,0.04298503
696108,RUA RUA AMIZADE 208 SAO FRáNCISCO,453,805975,RUA RORAIMA 220 SAO FRANCISCO,6959,0.06718248
696108,RUA RUA AMIZADE 208 SAO FRáNCISCO,453,696089,RUA ALEXANDRE AMBROSIO 1031 SAO FRANCISCO,1940,0.073073134
696108,RUA RUA AMIZADE 208 SAO FRáNCISCO,453,264559,RUA HIGIANOPOLIS 9084 SAO FRANCISCO,463,0.076344915
696108,RUA RUA AMIZADE 208 SAO FRáNCISCO,453,259691,RUA GASOMETRO 2082 SAO FRANCISCO,3577,0.07933543
146520,RUAc MANOEL FRANCO 2011 NOVA BRASlLuIA,454,146520,RUA MANOEL FRANCO 2011 NOVA BRASILIA,235,0.052375782
146520,RUAc MANOEL FRANCO 2011 NOVA BRASlLuIA,454,146514,RUA MANOEL FRANCO 1925 NOVA BRASILIA,2451,0.06656158
146520,RUAc MANOEL FRANCO 2011 NOVA BRASlLuIA,454,1089955,RUA EDGAR NEVES 30 BETANIA,2814,0.07240197
146520,RUAc MANOEL FRANCO 2011 NOVA BRASlLuIA,454,584533,RUA LUIS Z DA SILVA 78 MANOEL JULIAO,8237,0.077761665
146520,RUAc MANOEL FRANCO 2011 NOVA BRASlLuIA,454,654582,RUA MANOEL GONCALVES 95 JOSE N SOBRINHO,5615,0.079438925
1025867,RUA CACHOEIiRà ALTA 708 TARUMrz,455,1053711,RUA D 1 TARUMA ACU,6023,0.12877892
1025867,RUA CACHOEIiRà ALTA 708 TARUMrz,455,290331,RUA PANTEON 7205 TEIXEIRAO,6697,0.13952887
1025867,RUA CACHOEIiRà ALTA 708 TARUMrz,455,156378,RUA TUCUNARE 401 URUPA,6137,0.14131917
1025867,RUA CACHOEIiRà ALTA 708 TARUMrz,455,60887,RUA UIRAPURU 2999 TEIXEIRAO,5284,0.14432359
1025867,RUA CACHOEIiRà ALTA 708 TARUMrz,455,964955,RUA 29 137 TARUMA ACU,6308,0.14533275
373240,RUA 2304 2698 SETOR,456,373240,RUA 2304 2698 SETOR 23,6201,0.027832389
373240,RUA 2304 2698 SETOR,456,374166,RUA 634 6582 SETOR SEIS,3013,0.06930974
373240,RUA 2304 2698 SETOR,456,374163,RUA 634 6564 SETOR SEIS,2956,0.07187219
373240,RUA 2304 2698 SETOR,456,338186,RUA PARANA 2796 CENTRO,8534,0.08743971
373240,RUA 2304 2698 SETOR,456,26262,RUA NATAL 2816 SETOR 3,8047,0.095440745
962798,RUA 22 20 CIADDE NOVA,457,962798,RUA 242 20 CIDADE NOVA,9693,0.104581974
962798,RUA 22 20 CIADDE NOVA,457,962119,RUA 233 22 CIDADE NOVA,5885,0.10778586
962798,RUA 22 20 CIADDE NOVA,457,953179,RUA 15 206 ALVORADA,8163,0.10991008
962798,RUA 22 20 CIADDE NOVA,457,962139,RUA 234 22 CIDADE NOVA,133,0.11173025
962798,RUA 22 20 CIADDE NOVA,457,959417,RUA 205 A 42 NOVA CIDADE,408,0.113196686
19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO,458,19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO,3882,3.3314995e-05
19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO,458,52626,RUA FRANCISCO PATRICIO RODRIGUES 3377 VILAGE DO SOL,6807,0.06685847
19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO,458,52681,RUA FRANCISCO PATRICIO RODRIGUES 3756 VILLAGE DO SOL II,5692,0.0812894
19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO,458,52710,RUA FRANCISCO PATRICIO RODRIGUES 4016 VILLAGE DO SOL II,7112,0.08151147
19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO,458,140903,RUA FRANCISCO PEREIRA DOS SANTOS 721 JORGE TEIXEIRA,1698,0.0836481
1066485,RUA DAS PEROLASl 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,459,1066485,RUA DAS PEROLAS 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,2412,0.014387751
1066485,RUA DAS PEROLASl 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,459,982977,RUA AGATA 121 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,2958,0.041968603
1066485,RUA DAS PEROLASl 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,459,1017442,RUA BOCA DO ACRE 64 TANCREDO NEVES COMUNIDADE NOVA CONQUIST,8829,0.047740992
1066485,RUA DAS PEROLASl 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,459,1149367,RUA LUIZA 44 TANCREDO NEVES COMUNIDADE NOVO REINO,3848,0.0594346
1066485,RUA DAS PEROLASl 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA,459,1032893,RUA CASTANHO 92 TANCREDO NEVES COMUNIDADE NOVA CONQUIST,2920,0.059765335
749826,RUA SANTOS DUMONT 367 DUQuUE DE CAXISA,460,749826,RUA SANTOS DUMONT 367 DUQUE DE CAXIAS,4602,0.049838535
749826,RUA SANTOS DUMONT 367 DUQuUE DE CAXISA,460,656304,RUA SANTOS DUMONT 9 CSU,2698,0.065935045
749826,RUA SANTOS DUMONT 367 DUQuUE DE CAXISA,460,656334,RUA SANTOS DUMONT 407 BOSQUE,4998,0.06651715
749826,RUA SANTOS DUMONT 367 DUQuUE DE CAXISA,460,749863,RUA SANTOS DUMONT 554 ITAMARATI,1415,0.079307795
749826,RUA SANTOS DUMONT 367 DUQuUE DE CAXISA,460,798604,RUA ARNOUD RUY 4212 TIRADENTES,1553,0.0852077
1023610,RUA  70 COMENoSA,461,1023610,RUA C 70 COMPENSA,9028,0.10912875
1023610,RUA  70 COMENoSA,461,1034768,RUA CEARA 300 CHAPADA,262,0.11355226
1023610,RUA  70 COMENoSA,461,1023494,RUA C 53 COMPENSA,3071,0.11444163
1023610,RUA  70 COMENoSA,461,1022647,RUA C 1 PLANALTO,4261,0.11607614
1023610,RUA  70 COMENoSA,461,1034767,RUA CEARA 300 CHAPADA,570,0.116834104
200081,RUA MARIA NELI NOGUEIAR 78 BNdH,462,1142368,RUA LAURA VINCUNA 50 C0ROADO,2580,0.088886335
200081,RUA MARIA NELI NOGUEIAR 78 BNdH,462,790298,RUA SEBASTIAO MAQUINE 50 LARANJAL,1652,0.09386931
200081,RUA MARIA NELI NOGUEIAR 78 BNdH,462,1138970,RUA JULIO VERNE 61 ALEIXO,3403,0.09392809
200081,RUA MARIA NELI NOGUEIAR 78 BNdH,462,573298,RUA FLAMENGO 208 LAELIA ALCANTARA,4755,0.095050335
200081,RUA MARIA NELI NOGUEIAR 78 BNdH,462,1098587,RUA FILADELFIA 15 GILBERTO MESTRINHO,5458,0.09591819
656114,RUAR AU TAMBURINI 1451 bkTEROI,463,656114,RUA RAUL TAMBURINI 1451 NITEROI,1488,0.14533852
656114,RUAR AU TAMBURINI 1451 bkTEROI,463,225023,RUA ALTEMAR DUTRA 3114 JUSCELINO KUBITSCHEK,5976,0.17387839
656114,RUAR AU TAMBURINI 1451 bkTEROI,463,800135,RUA CHIBLY ABRAHIM 1254 JAUARI II,7601,0.1749182
656114,RUAR AU TAMBURINI 1451 bkTEROI,463,1117357,RUA IMBU 411 TARUMA ACU,6067,0.1841583
656114,RUAR AU TAMBURINI 1451 bkTEROI,463,1113670,RUA HUMBERTO CALDERARO FILHO 624 ADRIANOPOLIS,2375,0.19429228
1029211,RUA CANUMA 5 PETROPLIS,464,1029211,RUA CANUMA 5 PETROPOLIS,6346,0.011366129
1029211,RUA CANUMA 5 PETROPLIS,464,1029304,RUA CANUMA 58 PETROPOLIS,7845,0.030229714
1029211,RUA CANUMA 5 PETROPLIS,464,1028711,RUA CANARIO 45 PETROPOLIS,7165,0.06644142
1029211,RUA CANUMA 5 PETROPLIS,464,1029335,RUA CANUMA 140 JAPIIM,449,0.06846914
1029211,RUA CANUMA 5 PETROPLIS,464,1106376,RUA GIRASSOL 20 COROADO,4528,0.0728732
1019807,eUA BOOT ROSA 50 JORGE TEIXEIRA,465,932543,BECO VINTE 45 JORGE TEIXEIRA,7232,0.079608075
1019807,eUA BOOT ROSA 50 JORGE TEIXEIRA,465,1019807,RUA BOTO ROSA 50 JORGE TEIXEIRA,7265,0.083305806
1019807,eUA BOOT ROSA 50 JORGE TEIXEIRA,465,924482,BECO NOVA JERUSALEM 23 JORGE TEIXEIRA 4 ETAPA,8344,0.09117097
1019807,eUA BOOT ROSA 50 JORGE TEIXEIRA,465,917511,BECO DA PRATA 22 JORGE TEIXEIRA,193,0.09355599
1019807,eUA BOOT ROSA 50 JORGE TEIXEIRA,465,990783,RUA AMBE 127 JORGE TEIXEIRA,3198,0.101989865
665253,TRAVESSA HILTON LESSA CATAO 1610 COPAyCABANA,466,665253,TRAVESSA HILTON LESSA CATAO 1610 COPACABANA,3897,0.024447324
665253,TRAVESSA HILTON LESSA CATAO 1610 COPAyCABANA,466,623847,TRAVESSA CONQUISTA 435 MANOEL JULIAO,6788,0.08350651
665253,TRAVESSA HILTON LESSA CATAO 1610 COPAyCABANA,466,532024,TRAVESSA SEBASTIAO PEIXOTO 398 SERRARIA,2234,0.084604785
665253,TRAVESSA HILTON LESSA CATAO 1610 COPAyCABANA,466,633908,TRAVESSA SAO CAETANO 288 VITORIA,4614,0.10122917
665253,TRAVESSA HILTON LESSA CATAO 1610 COPAyCABANA,466,627092,TRAVESSA IRACEMA 93 AIRTON SENA,1950,0.10654258
76572,RUA GUARANI 2706 CRUZEIvR,467,76572,RUA GUARANI 2706 CRUZEIRO,8883,0.03150534
76572,RUA GUARANI 2706 CRUZEIvR,467,77489,RUA POTIGUARA 2646 CRUZEIRO,4524,0.049348094
76572,RUA GUARANI 2706 CRUZEIvR,467,245154,RUA CRUZEIRO 3249 LAGOINHA,6333,0.053421486
76572,RUA GUARANI 2706 CRUZEIvR,467,78350,RUA TUPINIQUINS 3135 CRUZEIRO,1264,0.05444055
76572,RUA GUARANI 2706 CRUZEIvR,467,496138,RUA ALAGOAS 761 CRUZEIRAO,7826,0.05712726
990683,RUA AMAZONINO MENDES 68 PETtOPOLIS,468,990683,RUA AMAZONINO MENDES 68 PETROPOLIS,4402,0.025402859
990683,RUA AMAZONINO MENDES 68 PETtOPOLIS,468,992618,RUA ANDERSON DE MENEZES 23 PETROPOLIS,6367,0.058691483
990683,RUA AMAZONINO MENDES 68 PETtOPOLIS,468,990738,RUA AMAZONINO MENDES 116 PARQUE 10,3259,0.07095619
990683,RUA AMAZONINO MENDES 68 PETtOPOLIS,468,986848,RUA ALMIR PEDREIRA 63 PETROPOLIS,1734,0.0732849
990683,RUA AMAZONINO MENDES 68 PETtOPOLIS,468,994525,RUA ANTONIO DOS PASSOS MIRANDA 3 PETROPOLIS,9891,0.077158
661064,ESTRADA DO IPEPACUNHA 2506 PEPACUNHA,469,661064,ESTRADA DO IPEPACUNHA 2506 PEPACUNHA,7017,1.1828742e-05
661064,ESTRADA DO IPEPACUNHA 2506 PEPACUNHA,469,661070,ESTRADA DO IPEPACUNHA 2570 PEPACUNHA,2918,0.011119637
661064,ESTRADA DO IPEPACUNHA 2506 PEPACUNHA,469,661093,ESTRADA IPEPACONHA 1421 BAIRRO DO IPEPACONHA,5279,0.09824024
661064,ESTRADA DO IPEPACUNHA 2506 PEPACUNHA,469,942390,ESTRADA DO TARUMA 10736 TARUMA,2878,0.10856548
661064,ESTRADA DO IPEPACUNHA 2506 PEPACUNHA,469,781908,ESTRADA DA VARZEA 83 IPIXUNA,4987,0.11235854
7699,AVENIDA CANAA 2528 SEOTR 01,470,7699,AVENIDA CANAA 2528 SETOR 01,7653,0.053120308
7699,AVENIDA CANAA 2528 SEOTR 01,470,7685,AVENIDA CANAA 2497 SETOR 3,9692,0.067461684
7699,AVENIDA CANAA 2528 SEOTR 01,470,7764,AVENIDA CANAA 2987 SETOR 3,6362,0.0747767
7699,AVENIDA CANAA 2528 SEOTR 01,470,7827,AVENIDA CANAA 3297 SETOR 3,6062,0.07624469
7699,AVENIDA CANAA 2528 SEOTR 01,470,537378,AVENIDA CEARA 2994 BOSQUE,2876,0.07961352
951903,RUA 14 48 PARQUE 1b0,471,951903,RUA 14 48 PARQUE 10,8775,0.037005384
951903,RUA 14 48 PARQUE 1b0,471,950376,RUA 12 1 PARQUE 10,840,0.051855978
951903,RUA 14 48 PARQUE 1b0,471,967121,RUA 38 6 PARQUE 10,8729,0.0606389
951903,RUA 14 48 PARQUE 1b0,471,947926,RUA 1 102 ALEIXO,1807,0.07052194
951903,RUA 14 48 PARQUE 1b0,471,1079481,RUA DOIS 19 PARQUE 10,5127,0.072435275
427919,RUA TRANSCONTINENTAL 881 BAumRRO UNIAO,472,595785,RUA PRESBITERIANA 214 UNIVERSITARIO,2185,0.100389205
427919,RUA TRANSCONTINENTAL 881 BAumRRO UNIAO,472,836317,RUA ITACOATIARA 2398 UNIAO,1273,0.11315029
427919,RUA TRANSCONTINENTAL 881 BAumRRO UNIAO,472,606383,RUA TIAO NATUREZA 347 VITORIA,3132,0.11473737
427919,RUA TRANSCONTINENTAL 881 BAumRRO UNIAO,472,1110210,RUA GURUPI 2073 REDENCAO,3425,0.119194604
427919,RUA TRANSCONTINENTAL 881 BAumRRO UNIAO,472,31747,RUA TOPAZIO 1420 RURAL,8972,0.119301796
